Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre,Rank,Genre,Cluster,Cluster_overall
the anarchy the relentless rise of the east india company,william dalrymple,4.6,1375.0,1138,bloomsbury presents anarchy william dalrymple read sid sagar,15 hours and 43 minutes,",#84 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Military History (Audible Audiobooks & Originals),#2 in Indian History (Audible Audiobooks & Originals),#2 in Colonialism & Post-Colonialism",84,"colonialism postcolonialism,indian history,military history",3,0
zen the art of simple living,shunmyo masuno,4.7,256.0,752,penguin presents audiobook edition zen shunmyo masuno,2 hours and 37 minutes,",#114 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Zen Buddhism,#4 in Meditation (Audible Audiobooks & Originals),#4 in Stress Management",114,"meditation,stress management,zen buddhism",1,2
loaded money psychology and how to get ahead without leaving your values behind,sarah newcomb,4.5,63.0,586,valuable asset ... loaded teach make,6 hours and 54 minutes,",#56 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in African American History,#1 in Racism & Discrimination Studies,#1 in Violence in Society",56,"african american history,racism discrimination studies,violence in society",7,9
sochiye aur ameer baniye think and be rich,napoleon hill,4.5,2.0,836,hindi translation famous best-selling classic think grow rich napoleon hill book defines process listeners achieve economic success success aspects life asserts mind thoughts shape actions leads success failure venture author reveals secret reader book give real shape dreams aspiration right thought right action right inspiration get copy audiobook embark enriching experience inspire motivate work hard achieve goals,11 hours and 10 minutes,",#74 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#21 in Personal Success,#229 in Personal Development & Self-Help",74,"personal development selfhelp,personal success",7,9
tools of titans the tactics routines and habits of billionaires icons and worldclass performers,tim ferriss,4.4,1481.8928778228144,1002,latest groundbreaking tome tim ferriss number-one new york times best-selling author 4-hour workweek,22 hours and 41 minutes,",#102 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Developmental Psychology (Audible Audiobooks & Originals),#8 in Business Motivation & Self-Improvement,#26 in Personal Success",102,"business motivation selfimprovement,developmental psychology,personal success",4,5
good economics for hard times better answers to our biggest problems,abhijit banerjee,4.5,957.0,1093,brought penguin,14 hours and 44 minutes,",#77 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Globalisation Money & Finance,#1 in Economic Theory (Audible Audiobooks & Originals),#2 in Economic Conditions (Books)",77,"economic conditions,economic theory,globalisation money finance",8,0
365 panchatantra stories,adil mukesh,4.2,424.0,668,stories panchatantra ancient indian fables written sanskrit pali languages central characters fascinating fables many times animals birds show identifying characteristics various stories impart valuable life lessons morals,7 hours and 29 minutes,",#88 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Literary Criticism for Children,#2 in Fairy Tales, Folk Tales & Myths for Children,#57 in Children's Traditional Stories (Books)",88,"childrens traditional stories,fairy tales,literary criticism for children",5,1
the dhandho investor the lowrisk value method to high returns,mohnish pabrai,4.3,829.0,469,comprehensive value-investing framework individual investor,5 hours and 4 minutes,",#104 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Investing & Trading,#199 in Analysis & Strategy,#354 in Personal Development & Self-Help",104,"analysis strategy,investing trading,personal development selfhelp",7,7
talk english the secret to speak english like a native in 6 months for busy people learn spoken english from the success,ken xiao,4.0,621.0,233,studied english years yet still dont speak english well youve tried many methods still make grammar mistakes still cant speak english fluently still cant pronounce english words correctly read english feel nervous shy speak english,1 hour and 17 minutes,",#151 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in English Language Learning,#2 in Sporting Events & Organisations (Books),#41 in Language Learning & Teaching",151,"english language learning,language learning teaching,sporting events organisations",3,7
azadi freedom fascism fiction,arundhati roy,4.042091434576984,50.0,888,brought penguin,6 hours and 14 minutes,",#73 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Fascism,#1 in Communism & Socialism,#4 in Political Structure & Processes",73,"communism socialism,fascism,political structure processes",8,1
fire and blood 300 years before a game of thrones a targaryen history a song of ice and fire,george rr martin,4.4,1481.8928778228144,1002,set 300 years game thrones even greater game began one set skies alight dragon flame saw seven kingdoms turned ash,26 hours and 24 minutes,",#193 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Action & Adventure Fantasy,#1 in Historical Fantasy,#2 in Military Fantasy",193,"action adventure fantasy,historical fantasy,military fantasy",0,5
market wizards interviews with top traders,jack d schwager,4.6,612.0,836,important update audio new recording dj holte replaced original inferior recording also contains text added 2012 revised edition market wizards,14 hours and 41 minutes,",#83 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Stocks,#2 in Marketing (Audible Audiobooks & Originals),#8 in Personal Finance",83,"marketing,personal finance,stocks",1,9
the story of my experiments with truth an autobiography,m k gandhi,4.5,409.0,1093,mark 150th anniversary gandhis birth dk presents audiobook story experiments truth autobiography narrated sagar arya,20 hours and 27 minutes,",#154 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Historical Biographies,#4 in Indian History (Audible Audiobooks & Originals),#60 in Asian History (Books)",154,"asian history,historical biographies,indian history",5,0
48 laws of power,robert greene,4.4,2121.0,820,"amoral cunning ruthless instructive piercing work distills 3,000 years history power 48 well-explicated laws bold volume outlines laws power unvarnished essence synthesizing philosophies machiavelli sun tzu carl von clausewitz infamous strategists 48 laws power fascinate listener interested gaining observing defending ultimate control",23 hours and 6 minutes,",#140 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Ethics & Morality Philosophy,#2 in Political Science History & Theory,#23 in Political Theory",140,"ethics morality philosophy,political science history theory,political theory",3,8
romancing the balance sheet for anyone who owns runs or manages a business,anil lamba,4.6,460.0,668,thing non-finance person error think finance management limited finance department alone fact happening right organization every action take impacts bottom line company listen book understand profit really means inventory sales impact learn read balance sheets deploy funds intelligently make efficient use working capital discover simple secrets marginal costing leverage funds flow written simple conversational style romancing balance sheet teach intelligent ways good financial management,5 hours and 27 minutes,",#95 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Education (Audible Audiobooks & Originals),#6 in Business Management,#39 in Education (Books)",95,"business management,education,education",7,9
yuval noah harari audible sessions free exclusive interview,robin morgan,4.7,18.0,0,professor yuval noah harari lecturer department history hebrew university jerusalem gaining phd oxford university published several books articles recent works comprise international bestseller sapiens brief history humankind recently homo deus brief history tomorrow,19 minutes,",#9 Free in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Biographies of Authors",1,biographies of authors,5,7
who will cry when you die hindi life lessons from the monk who sold his ferrari,robin sharma,4.4,217.0,668,`` born cried world rejoiced live life way die world cries rejoice '' ancient sanskrit saying,5 hours and 9 minutes,",#133 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#35 in Personal Success,#463 in Personal Development & Self-Help",133,"personal development selfhelp,personal success",6,9
anxious people,fredrik backman,4.6,22.0,888,brought penguin,9 hours and 52 minutes,",#100 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Humorous Fiction,#3 in Crime Fiction,#28 in Humour (Books)",100,"crime fiction,humorous fiction,humour",8,0
outliers the story of success,malcolm gladwell,4.3,1481.8928778228144,500,stunning new book malcolm gladwell takes us intellectual journey world `` outliers '' best brightest famous successful asks question makes high achievers different answer pay much attention successful people like little attention culture family generation idiosyncratic experiences upbringing along way explains secrets software billionaires takes great soccer player asians good math made beatles greatest rock band,7 hours and 18 minutes,",#112 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Social Psychology,#4 in Anthropology (Audible Audiobooks & Originals),#9 in Business Motivation & Self-Improvement",112,"anthropology,business motivation selfimprovement,social psychology",3,6
